Laufende Nummer;Regionalschlьssel;Gde. Schl. Nr.;Vgem-Schl. Nr.;Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
26;9188;;;Insgesamt;487,7132;4272,05;223,8;623,55;2039,03;1790,95;15841,08;18120,2;6656,62;994,99;7032,79;108889;127133;133621;64772;22,71303805;5,103316999;223,2658752;273,9763384;7203;12418;4462;9651;6435;34514;28570;30368;1064;1104;1151;1260;-156;11132;12467;10025;10589;1878;7349;6636;3577;29;7628;531;3;2391;148;6;5092;381;1;1595;45731;23949;21782;7215;197;13086;8837;11494;12117;36472;79,75334018;45071;35830;79,49679395;642;15;58;96;131;65;21;386;371;12077;4761;1334;1492;1818;1559;58;8369;475960;129572;99,8;128832;99,3;128832;99,3;11044;139,3;145;937;313;574;211;160;29;22;380;54;125;201;33386;64147;8560;25386;30201;298090;4433;280032;693995;685;560;125;684;12;1050;972;672;290;859;968;66336;3702050,299;55807,55998;867794,732;13081,80674;62676;481,0758119;2518652;40185,27028;201149,869;359,789;18102,849;73729,378;107986,153;280,8481906;307,9720392;294,99215;1521,695381;1060,531992;1739,258216;3,634740198;1,736215905
27;9189;;;Insgesamt;1534,001;7487,72;529,88;812,88;4480,42;4222,71;68088,9;57232,89;10407,12;4360,29;13011,53;145408;168509;174162;85999;19,77470291;3,354716959;94,79009127;113,5345502;8689;14141;5701;14367;10100;43697;38463;39004;1447;1498;1730;2012;-514;12674;13423;10815;10760;2663;6437;5689;3730;56;9258;631;5;3582;223;7;4163;340;3;4047;63145;34494;28651;5893;554;27293;14125;6390;14781;42758;67,71399161;65203;44851;68,78671227;-2093;63;420;725;982;198;24;2412;2349;116999;46049;44344;3661;1625;1493;94;20073;949598;168232;99;157350;92,6;157350;92,6;14257;135,9;230;2448;336;915;332;250;40;42;704;79;275;350;45286;84635;9134;33214;42287;411908;18428;643408;2659313;1042;860;182;1187;26;1948;1754;1315;1009;1664;2299;83117;2748200,957;33064,24627;427417,436;5142,358795;84002;492,6196773;2150848;25604,7237;207722,533;1714,705;20130,408;90891,803;92665,898;337,6034888;352,9115136;345,5248395;1201,826746;848,3277848;1256,003876;114,1237351;124,9964763
28;9190;;;Insgesamt;966,3683;5146,59;431,77;575,89;3112,4;2928,27;52043,29;31908;2443,42;975,47;9058,38;106374;128761;132906;65974;24,94218512;3,219142442;110,0758509;137,5311734;7222;11498;4533;10758;7511;33862;29599;27923;1159;1194;1279;1392;-198;8815;10159;7923;8261;1898;6632;5350;3265;39;7375;489;4;2926;186;4;3404;257;2;2784;44965;24143;20822;3780;333;20732;8237;4729;10934;30395;67,5970199;51210;36657;71,58172232;-6262;26;203;441;679;213;15;1577;1551;76852;35470;1016;3578;1322;1405;83;16129;818333;129209;99,5;123455;95;123455;95;11127;124,4;200;1571;284;670;233;188;27;18;388;71;97;220;34149;62071;6861;23802;31408;295978;3265;159885;543275;808;644;164;866;16;1213;1059;964;783;1215;1949;65337;2284034,047;34957,74289;376411,1;5761,071062;66942;511,3120789;1882923;28127,67769;147768,555;1022,763;15569,906;50372,269;80430,119;330,6905371;343,9947152;342,286471;1121,719184;665,5346532;1179,890286;138,9487296;128,5711716
29;9271;;;Insgesamt;861,3109;5740,11;572,39;340,46;3906,04;3681,2;46521,22;25067,69;2097,79;1885,39;10374,38;101436;114454;116596;57851;14,94538428;1,871494225;117,7694442;135,3705402;5865;9337;3863;9949;7052;30585;27029;22916;906;1023;1226;1352;-329;8040;8905;7425;7706;1199;4060;3733;2562;35;5701;400;5;2478;174;4;2783;241;2;2997;47852;27160;20692;3791;456;19740;9758;6519;11379;33974;70,99807741;46779;32862;70,24947092;1112;47;364;412;430;183;60;1496;1449;33652;10418;38974;3538;990;948;87;11821;466223;110532;96,1;105145;91,4;105053;91,3;4444;108,2;151;4357;425;786;365;297;41;27;542;-21;200;363;33892;56098;5601;18963;31534;286490;3221;155412;429116;693;591;102;896;19;1436;1322;1252;440;1095;1322;57250;1710956,366;29885,70072;247061,08;4315,47738;59872;511,704628;1441127;24070,13295;103641,965;1218,64;10999,753;34243,84;57032,337;338,4678624;330,2700499;338,8731309;892,1961434;528,3524986;946,6584169;205,8736977;189,5275154
30;9272;;;Insgesamt;984,145;4703,72;215,58;486,35;3709,16;3642,38;29657,15;56659,28;670,26;2313;9070,95;75564;78172;78122;38921;3,385209888;-0,063961521;76,78097851;79,38017579;3611;6090;2647;6365;4386;19599;19367;16057;614;615;864;951;-336;3911;3865;3364;3338;527;2633;2093;1537;34;3870;280;2;1398;89;3;1763;139;1;982;22751;12125;10626;1294;192;9763;4775;1801;6220;15318;67,32890862;29811;22383;75,08302305;-7065;35;354;347;326;109;7;1178;1143;40727;17540;711;3408;548;540;57;5878;182734;72225;92,8;71340;91,7;71340;91,7;4278;124,1;131;1656;142;247;143;129;13;1;227;32;51;144;24043;37030;2216;12476;22338;197349;12240;309112;1447467;332;283;49;395;11;725;697;675;266;631;1083;37333;978292,767;26204,50451;121267,341;3248,261351;38504;485,5914141;846327;21980,23582;55903,401;502,954;6930,735;18685,014;29621,562;336,0195083;342,2804921;351,6736874;717,8883424;455,5646445;749,3310304;295,021668;309,9172816
31;9273;;;Insgesamt;1065,966;5551,28;747,19;415,63;4676,16;4544,52;49509,38;42358,45;1316,76;2021,75;11072,33;90040;112752;118965;60306;32,12461128;5,510323542;84,46766795;111,6025779;6514;10471;4100;10275;7458;32530;26241;21376;1030;1029;1104;1195;-166;7998;9570;6682;6945;2625;4404;3984;2858;35;6630;454;4;2436;159;3;2674;190;1;1523;36973;20615;16358;3592;455;16472;7532;3628;8886;23798;64,36588862;48998;35834;73,13359729;-12036;42;245;418;516;209;47;1477;1435;21716;6869;98703;6330;1030;854;73;11392;473451;114435;99,9;112593;98,3;112529;98,3;8105;134,2;141;1518;384;871;369;309;32;28;605;48;222;335;33531;51862;3652;16227;31983;276617;5255;260982;831507;610;499;111;642;11;996;885;648;313;643;1108;55831;1846188,53;33067,44515;284699,284;5099,304759;59015;521,578124;1558779;26413,26781;111259,063;1554,92;10699,015;35637,724;63261,464;361,8137692;360,6649859;367,4604703;947,3129412;484,2423987;960,0454247;157,8969036;164,8574102
32;9274;;;Insgesamt;1347,9024;8077,02;805,32;458,18;5780,37;5569,61;85607,48;30808,58;1041,53;2211,76;14720,63;115644;147161;154577;78468;33,6662516;5,03937864;85,79568217;114,6798724;8597;13628;5405;12703;8959;42599;34893;27793;1316;1460;1331;1465;-5;10981;12893;9495;10147;2746;6755;5893;3796;50;8421;552;5;3462;219;3;1881;141;0;0;45137;27676;17461;5235;619;21659;9141;6777;6941;33949;75,21323969;63678;52512;82,46490154;-18563;58;337;607;874;447;107;2430;2372;80549;19544;371530;8029;1497;1334;97;11738;539609;148671;99,5;133975;89,7;133617;89,4;10383;125,1;223;2350;405;509;489;436;41;12;621;12;144;465;45392;65146;3493;17635;44018;364751;2136;109355;227955;745;628;117;852;17;1165;1126;911;292;724;954;73167;2532870,34;34617,66015;396796,138;5423,157134;77352;519,8981066;2129676;27532,26807;176791,445;2676,636;14271,872;72056,906;87549,348;330,0377678;321,0400784;343,0272143;1157,246856;778,4154573;1231,130858;109,7333085;114,8075274
33;9275;;;Insgesamt;1530,2774;10549,54;1134,5;1128,21;7158,29;6907,88;84304,04;44363,2;2856,2;1533,76;19375,05;162355;184190;188336;93347;16,00258692;2,250936533;106,094963;123,0729017;9195;14947;6148;15043;10626;48621;44157;39599;1452;1499;2035;2134;-635;10959;13050;9809;10389;2661;7017;6195;4025;65;9696;699;7;3662;237;4;3000;231;1;992;56125;31107;25018;4927;534;24825;13980;4278;12507;38440;68,48997773;71749;54079;75,37247906;-15639;98;465;632;901;387;77;2560;2462;86575;32118;341880;7125;1575;1465;163;17701;632279;168960;91,3;164734;89;164016;88,6;8055;118,6;267;2644;644;956;533;467;41;25;796;42;232;522;56645;87866;6915;26885;54066;472336;25834;798507;4157133;912;749;163;1071;23;2036;1786;1603;564;1498;1561;88608;2548209,139;28758,22882;347879,41;3926,049679;91220;486,9039803;2114216;23177,11028;153358,55;2159,434;17611,856;52008,242;81002,749;339,3101086;332,8271719;343,3916761;819,3411977;497,7033493;863,5717331;252,9741317;255,1709003
34;9276;;;Insgesamt;974,914;4169,8;223,73;388,11;3273,15;3043,97;24961,77;62307,41;803,55;1363,88;7959,24;76688;76782;76812;38402;0,161694137;0,0390717;78,66162005;78,78881128;3568;5806;2459;6101;4612;19349;18528;16389;564;637;888;993;-356;3747;4747;3417;3855;892;2422;2192;1518;31;3767;273;3;1664;105;2;1457;109;2;1244;25796;13880;11916;1834;206;11981;4757;3127;5725;17493;67,8128392;29434;21132;71,79452334;-3639;42;326;375;280;75;5;1103;1061;39673;16198;1666;3059;519;535;45;7630;274433;67846;89,1;68020;89,3;68020;89,3;12223;121,3;129;1699;145;217;121;93;23;5;210;31;51;128;22822;38059;2678;14778;20603;191398;16617;457305;2037016;350;281;69;421;10;590;523;526;270;601;849;36626;1003875,423;27408,8195;126994,11;3467,321302;38129;482,9328841;859083;22530,96069;65816,972;601,574;10315,292;22411,323;32165,433;385,3452307;421,2128463;357,2840025;862,5173245;510,4186193;864,4400063;311,7685721;311,3565594
35;9277;;;Insgesamt;1281,4147;7329,68;462,4;469,91;4853,08;4697,34;78874,75;33139,14;1313,92;1698,59;12994,98;104013;116634;119218;59402;14,61836501;2,215477477;81,17074161;93,0365769;6039;9827;4046;9963;6945;30624;26987;24787;964;1038;1345;1432;-394;7299;8445;6414;7010;1435;4495;4098;2669;43;6463;422;4;2721;172;3;2300;187;1;2143;36855;19173;17682;2952;395;15170;7901;4590;8799;25014;67,87138787;45810;33984;74,18467583;-8970;87;438;726;935;331;49;2566;2479;127050;37191;109887;9157;1040;980;87;8442;270902;105689;90,1;96666;82,4;96666;82,4;6628;118,2;197;2576;289;510;296;256;24;16;520;60;173;287;36598;52797;3798;14241;34758;299176;4324;188399;923739;520;446;74;626;16;1349;1218;1108;302;845;1137;55713;1714934,279;30781,58202;240943,988;4324,735484;56656;480,3309821;1388301;24504,04194;113152,406;2350,369;10700,515;43333,189;56565,464;363,7176632;345,7729673;342,0924134;954,5745717;617,5121101;1006,423066;207,4047971;194,9866626
36;9278;;;Insgesamt;1201,9289;6093,73;655,5;463,06;5185,29;5042,38;70453,77;33107,67;2012,51;2221,36;12235,38;81062;95852;98806;49683;21,88941798;3,081834495;67,44319553;82,20611849;5096;8664;3503;7925;5618;26607;22905;18488;815;817;961;960;-143;6832;7366;6064;6390;976;3543;3333;2321;42;4983;342;3;1271;98;2;1417;108;0;0;23790;13029;10761;2562;708;11158;4299;1936;5689;17035;71,60571669;39850;33105;83,0740276;-16070;60;419;641;571;329;81;2101;2041;41684;15835;87016;11398;888;964;62;7394;261268;92082;94,9;89401;92,1;89171;91,9;5916;115,4;142;1487;432;569;297;262;21;14;413;40;99;274;31564;42364;1873;10717;29774;242868;4255;178096;607572;510;434;76;647;8;571;531;495;266;539;631;45071;1469529,265;32604,76282;211996,377;4703,60935;47843;490,2398787;1234085;25794,47359;92556,231;2166,999;8863,199;33507,791;47873,626;345,6706604;341,99428;336,3076875;942,163226;588,5809463;1000,551782;207,0721207;219,4263783
37;9279;;;Insgesamt;877,7919;5363,38;498,29;364,17;3983,46;3894,29;55092,58;18908,87;1488,14;2080,3;10039,7;75517;90156;94104;48369;24,61300105;4,379076268;86,03082742;107,2055959;4718;7731;3169;8011;6354;25223;21465;17433;790;771;901;958;-187;7614;7918;6640;7087;831;3192;3068;2092;26;4924;333;3;2152;138;2;1953;136;1;2457;49522;32957;16565;5458;816;29411;7637;6072;5586;38177;77,09098986;41639;30312;72,7971373;7865;38;250;463;435;260;88;1534;1496;31759;5965;179259;6147;731;631;46;29214;1666674;91537;99,7;85555;93,2;85476;93,1;4941;124,7;97;922;293;489;220;194;16;10;334;50;74;210;28881;40562;2516;10587;27459;230005;1284;65351;185352;536;457;79;632;11;791;750;650;224;491;748;51008;1483784,969;29089,2599;222215,607;4356,485394;54151;594,9940117;1287207;23770,69676;199379,875;1612,108;9225,342;132957,548;55479,969;339,2583115;312,9830744;304,28185;2124,882768;2548,059074;2602,984685;129,9098363;130,3871161
38;9371;;;Insgesamt;1255,7536;5382,21;842,15;495,8;5778,76;5562,72;49702,01;60353,36;1124,91;1896,16;11994,27;94617;103901;103568;51767;9,460244988;-0,320497397;75,34700378;82,47501493;4827;8432;3595;8506;6070;26076;25166;20896;716;808;1120;1262;-454;5356;6669;5005;5682;987;3778;3448;2283;34;5159;351;2;1095;67;1;698;52;1;704;27488;15535;11953;1264;200;12367;5532;2451;6938;17624;64,11525029;41842;31985;76,44233067;-14361;20;250;369;426;247;60;1372;1352;52505;19837;49910;2772;799;779;57;7839;327076;103121;100;98370;95,4;97138;94,2;10274;133,2;128;1383;205;291;326;297;27;2;407;19;62;326;30334;49002;2529;16131;30342;258272;2754;115794;289265;518;417;101;612;18;1276;1157;939;533;918;1368;50875;1490182,004;29291,04676;210368,761;4135,012501;55353;526,2692527;1322581;23893,57397;85762,685;1074,014;8561,527;24801,448;51129,427;332,0617862;341,937915;373,2135153;831,3398829;401,255375;842,2244916;290,8500301;287,1147557
39;9372;;;Insgesamt;1520,1617;8176,24;323,32;550,53;6699,33;6478,07;65837,17;65952,79;1664,63;2812,16;15703,72;121401;125689;126359;63117;4,083986129;0,533061764;79,86067256;83,12217135;6270;10000;4048;10196;7526;32810;29877;25632;1076;1048;1325;1461;-413;6400;7016;5876;6095;921;3824;3928;2765;49;6332;420;5;2691;172;3;2378;168;1;2544;48597;26766;21831;4629;394;23872;9469;4529;10331;34208;70,39117641;50544;36172;71,56536879;-1964;55;520;773;746;268;40;2402;2347;110884;38276;23062;3238;960;854;98;16776;568302;121817;97,1;110082;87,7;109709;87,4;8111;133,5;240;3135;318;625;314;263;35;16;552;51;143;358;38758;59800;3201;20058;36541;318612;13999;443480;1801813;583;492;91;741;18;1356;1254;1098;681;1151;1659;60155;1739640,574;28919,30137;232946,008;3872,42969;62425;486,4715326;1443689;23126,77613;108483,252;1331,578;11977,469;40629,6;54362,197;325,7746941;333,0460691;327,3251383;860,6230127;583,3733856;934,0182147;256,4707494;255,8986682
40;9373;;;Insgesamt;1344,1175;6397,9;589,24;690,89;6728,29;6559,9;58996,21;50615,77;728,53;9664,92;14150,95;105346;126436;130385;65671;23,76834431;3,123319308;78,37544267;97,00398774;7050;11012;4610;11213;7898;34804;30008;23790;1154;1211;1263;1368;-157;7879;8766;6645;7218;1548;4657;4341;3043;45;7080;483;4;3300;202;3;3198;236;1;2330;45358;25452;19906;2800;194;20051;8954;5668;10491;28666;63,1994356;53318;36644;68,72725909;-7978;37;420;620;464;272;71;1884;1847;52411;19848;42103;17240;1035;857;103;13332;483982;127367;99,9;123455;96,8;123370;96,8;7408;121,4;205;4185;432;862;404;347;22;35;689;96;233;360;37705;56697;3285;17476;35936;307881;3153;212616;406544;637;509;128;723;19;1163;1078;1001;671;1071;1799;62462;2034075,243;32565,00341;313779,112;5023,520092;66907;523,6559729;1731382;25877,44182;131685,692;1506,274;10728,728;51334,416;67911,908;309,6500317;296,2973355;312,5376235;1017,262841;736,9111865;1145,155881;143,2273559;147,0723163
41;9374;;;Insgesamt;1427,6752;7545,15;632,49;466,18;6109,94;5869,8;50607,75;66831,89;2754,99;7819,13;14451,98;91792;96316;95078;47226;3,579832665;-1,285352382;64,29451978;66,596156;4496;7844;3421;7744;5465;24489;22734;18885;688;771;1018;1148;-377;4956;5355;4923;5116;239;3907;3458;2150;39;4596;310;2;1146;86;2;1374;100;1;171;28723;17123;11600;1717;278;14766;4004;2123;7552;21323;74,23667444;37530;30147;80,32773781;-8824;19;213;405;492;272;37;1438;1419;64660;25278;27673;2593;635;632;78;10987;394816;95285;99,8;90435;94,7;88409;92,6;7127;128,6;104;1353;158;269;147;131;14;2;220;22;33;165;28725;45923;1951;15642;28330;245111;2583;102338;236443;415;334;81;502;14;953;884;765;364;731;1107;46059;1330150,51;28879,27463;186039,258;4039,151045;50039;514,7462736;1169734;23376,44637;77801,601;942,355;7742,541;25474,802;43463,288;349,3205273;331,6438611;332,8066056;818,0342453;480,189616;871,9486058;343,8624577;333,6752395
42;9375;;;Insgesamt;1391,9027;7859,37;494,1;742,21;6689,58;6384,29;70720,97;48047,66;2361,1;2275,28;15619,76;144292;182289;189390;94531;31,25467801;3,895462699;103,6654932;136,0658093;10458;16192;6354;14906;10645;51769;44171;34895;1665;1737;1620;1798;-61;12264;14168;11109;11952;2216;7836;7290;4644;49;9138;618;4;2366;167;2;1808;135;0;0;42463;24569;17894;3649;437;17238;11359;5150;8279;32230;75,90137296;77526;67312;86,82506514;-35082;36;288;522;574;314;115;1849;1813;40508;14064;36202;3316;1596;1373;65;11893;590825;185040;99,9;178361;96,3;177866;96;9286;115,9;188;1911;554;901;449;376;36;37;743;88;245;410;54618;84657;5183;26490;52984;444657;3009;185089;402523;841;703;138;1000;22;1908;1807;1446;453;1002;1496;88101;3183097,823;36130,09867;512419,414;5816,272392;95949;522,0407408;2755744;28720,92466;169807,06;1735,818;18399,93;39634,371;109746,795;302,5185216;297,3236408;319,7380674;903,9165961;455,6504682;980,0072555;163,921712;167,6443471
43;9376;;;Insgesamt;1464,9802;7444,9;898,66;530,98;7045,83;6702,53;57917,46;65342,28;4134,01;3183,9;15505,69;131260;142407;144864;72784;10,36416273;1,725336535;89,59849281;98,88462641;7081;11557;4776;11789;8842;38292;33845;28682;1107;1188;1593;1677;-489;8541;9790;7513;8060;1730;4674;4581;3115;49;7477;532;5;3013;201;5;3689;279;1;2793;52974;30643;22331;4131;438;23510;10302;8222;10501;36611;69,11126213;59289;42942;72,42827506;-6331;38;363;535;573;301;38;1848;1810;71596;26331;50776;3488;1108;858;124;18193;670779;142612;99,8;138484;96,9;136107;95,3;10257;129,1;153;1566;405;752;254;208;26;20;418;69;127;222;41225;67044;3418;24198;39428;344732;3167;144328;356344;744;620;124;864;18;1737;1554;1163;701;1313;1897;71143;2066371,376;29045,32246;288151,675;4050,316616;76523;535,86034;1838781;24029,1285;140539,521;1203,235;12861,863;55048,934;71241,436;331,0082915;326,0139441;339,1835114;974,9736103;646,1076401;1041,694125;217,8775059;196,5827009
44;9377;;;Insgesamt;1084,2343;4105,26;374,97;374,3;4259,13;4069,57;43644,24;50994,65;2074,93;2595,95;8934,38;77865;74867;73314;36426;-5,844731266;-2,074345172;71,81594311;67,61849423;3439;5568;2360;5946;4055;18250;17577;16119;554;552;904;1003;-451;3117;3634;2987;3130;504;2890;2702;1588;26;3460;237;3;1683;108;2;844;70;1;1411;23389;13948;9441;1860;310;12272;3741;2111;4954;15821;67,64290906;28188;20631;73,19071946;-4810;18;210;294;485;255;23;1285;1267;55315;20934;51334;1675;443;430;62;9361;345607;73352;99,5;69185;93,9;68329;92,7;5126;122,1;110;1692;102;168;74;69;5;0;97;7;8;82;21317;36352;1853;13960;20539;186494;3042;97153;307279;293;241;52;337;12;1041;962;838;207;566;917;35756;1002850,243;28047,04785;134527,222;3762,36777;37735;504,4651213;855311;22666,25149;62647,855;940,203;7175,946;21850,876;32546,356;347,9668689;349,3583365;335,7448863;857,2034235;543,4322287;910,089404;275,6123446;279,5627577
45;9471;;;Insgesamt;1167,8361;5821,47;418,74;682,01;5100,25;4943,16;52494,01;47344,47;1592,74;3329,92;11928,75;119829;143610;145570;72906;21,48144439;1,364807465;102,6073777;124,6489245;7721;12332;4960;11570;8721;39401;34567;26298;1258;1276;1444;1558;-282;8685;9521;8254;8380;1141;7232;6277;3589;46;7161;499;3;2406;151;0;0;0;0;0;35455;20759;14696;2024;442;15206;10039;4100;5668;26572;74,94570582;61998;53132;85,69953869;-26560;31;394;474;299;157;111;1466;1435;26941;10892;30826;3878;1055;993;68;10083;417695;142609;99,1;142394;98,9;139369;96,8;4274;112,3;145;1575;315;511;190;155;17;18;373;38;120;215;39975;65282;2944;21992;40346;344410;3204;199345;359997;668;499;169;651;22;1349;1260;1073;279;609;1046;71171;2283686,207;32087,31375;341137,8;4793,213528;77611;538,1766994;1985819;25586,82403;135767,807;1232,484;11232,391;48065,196;74914,822;352,1272189;330,2773063;324,8553095;937,4675952;584,4525355;1013,445893;187,5958317;210,0597256
46;9472;;;Insgesamt;1273,7575;5421,65;446,42;550,8;5582,67;5265,02;52071,16;59849,64;662,59;2790,82;11806,14;96772;105395;104306;51516;7,7853098;-1,033255847;75,97349579;81,88826781;5083;8456;3388;7733;5327;27010;24986;22323;796;779;1134;1315;-536;5270;5673;4958;5453;220;4429;4222;2416;33;4711;308;2;968;64;1;739;54;1;626;22909;12789;10120;1072;337;9516;5240;3017;4799;15216;66,41931119;41932;34246;81,67032338;-19030;26;360;403;393;208;84;1474;1448;50583;21181;35628;3580;745;701;54;5944;246713;103807;99,1;98522;94,1;96234;91,9;9086;120,7;137;844;187;258;109;98;9;2;137;5;22;110;31560;50404;2942;17347;30115;265493;5809;234905;688642;590;411;179;597;14;1048;1009;783;262;487;809;51003;1563787,753;30660,70139;220816,048;4329,471757;55473;522,8270909;1352197;24375,76839;80714,379;1057,936;10353,334;17818,324;51246,104;362,0786901;363,957585;352,4851175;773,5782306;342,296888;790,6905567;270,1577453;266,7024805
